"term","frequency","presence","doc_size_sum","type"
"supporters","72144",46387,"239969070","N"
"stopped","55561",46375,"242998995","G"
"size","61299",46363,"243523938","G"
"k","98900",46349,"196055361","G"
"prevent","54228",46327,"230193248","G"
"peace","79156",46321,"235157455","N"
"damage","63586",46281,"237392321","N"
"richard","68289",46273,"248180626","N"
"screen","77292",46224,"212432079","N"
"resolution","62194",46210,"132076470","N"
"affairs","61011",46161,"212520887","N"
"sides","58912",46152,"230653352","N"
"ran","54460",46125,"244046868","G"
"reduce","57681",46111,"221164471","G"
"foot","62677",46103,"245370854","N"
"highly","52326",46044,"236545481","G"
"paying","56827",45988,"261598941","G"
"fired","64437",45940,"229574121","G"
"joint","58416",45927,"208059499","G"
"floor","64486",45927,"234868560","N"
"direct","56129",45913,"229204121","G"
"tom","67492",45901,"253163615","PN"
"laws","76823",45889,"255038521","N"
"exactly","51581",45887,"259370618","G"
"carry","56140",45879,"233433328","G"
"korea","137632",45862,"218125952","N"
"pictures","67560",45842,"190682754","G"
"benefits","71760",45817,"238818733","N"
"seek","53364",45808,"227004006","G"
"dangerous","55756",45696,"250311839","G"
"waiting","55242",45638,"251392332","G"
"guy","61795",45602,"267124356","N"
"ordered","57541",45593,"217135171","G"
"pro","73983",45537,"229318458","G"
"managed","52870",45503,"215396250","G"
"prison","94338",45471,"236887268","N"
"drop","55721",45445,"224667915","N"
"surprise","51065",45428,"238454924","N"
"emergency","69882",45403,"225220733","N"
"author","59234",45387,"234337087","N"
"backed","55432",45301,"225895788","G"
"flight","94356",45212,"210777865","N"
"box","71488",45183,"220370895","N"
"barack obama","117382",45172,"226431243","PN"
"peter","62590",45131,"249156707","N"
"refused","52627",45091,"224072993","G"
"science","77741",45087,"233959834","N"
"activities","59297",45078,"223139273","N"
"professional","54651",45042,"228123418","G"
"basis","55003",45039,"212214279","N"
"2008","58125",45006,"231222331","G"
"writing","53637",44995,"224430860","G"
"operation","65934",44910,"209842043","G"
"strike","81489",44909,"217794016","N"
"ban","81763",44899,"205424220","G"
"usually","53129",44855,"248281868","G"
"subject","50145",44776,"244880220","G"
"sites","62681",44742,"216605088","N"
"finding","50261",44722,"244482976","G"
"hotel","95543",44712,"236755650","N"
"homes","77500",44695,"244768767","N"
"trial","93282",44690,"208305335","N"
"elect","76241",44667,"208317198","G"
"resources","60948",44623,"229649770","N"
"perfect","53989",44607,"248697040","G"
"33","58831",44511,"202897617","G"
"feature","61802",44471,"203308719","N"
"struck","56294",44400,"223059183","G"
"setting","50290",44372,"222210086","G"
"pre","59049",44331,"222624155","G"
"nuclear","123788",44328,"211105428","G"
"steve","61789",44328,"230879389","N"
"agencies","71116",44302,"223887014","N"
"feet","67708",44263,"232052304","N"
"award","78274",44260,"214821334","N"
"challenges","52656",44207,"232434174","N"
"citizens","64328",44133,"228067520","N"
"trust","61015",44131,"238093532","N"
"relations","63222",44117,"218840173","N"
"goals","87573",44113,"197340377","N"
"bringing","48821",44095,"239818893","G"
"records","72582",44079,"228601799","N"
"progress","53915",44069,"238149797","N"
"existing","58408",44065,"194507550","G"
"cross","62147",43998,"232063888","G"
"scored","96421",43995,"188706839","G"
"generation","58284",43944,"240676293","G"
"necessary","50060",43938,"222338130","G"
"fun","58021",43937,"236752290","G"
"lines","57171",43935,"240166027","N"
"enter","51150",43901,"199052517","G"
"pair","56042",43896,"205968191","G"
"pulled","52256",43884,"218534765","G"
"boss","59091",43875,"209770106","G"
"institute","59257",43856,"221102207","N"
"specific","51755",43751,"221411649","G"
"auto","60758",43749,"145734666","G"
"airport","103859",43734,"213755066","N"
"driver","81955",43715,"220453373","N"
"feeling","49555",43684,"245350035","G"
"seat","67059",43675,"231339364","N"
"dollars","56679",43658,"259944433","N"
"weapons","88578",43578,"208353085","N"
"st.","103677",43559,"201631556","N"
"separate","49667",43529,"211713862","G"
"restaurant","85113",43448,"262852765","N"
"female","62684",43399,"232071276","G"
"injuries","59741",43319,"176906214","N"
"opinion","52548",43245,"208948664","N"
"grow","54528",43243,"221189665","G"
"decisions","53794",43131,"245892174","N"
"voters","90369",43120,"223095593","N"
"audience","61579",43110,"217881028","N"
"net","72350",43086,"188179600","G"
"protection","58653",43045,"214829191","G"
"brother","66873",43045,"213136288","G"
"36","56324",43000,"193496780","G"
"feed","47160",42999,"163591225","N"
"construction","76059",42991,"212781988","N"
"language","66335",42987,"212913581","N"
"defence","67439",42984,"190852960","N"
"generated","45593",42972,"149702622","G"
"baby","84870",42965,"214937505","G"
"world's","50924",42932,"227880637","NP"
"brand","71566",42904,"207792400","N"
"providing","48528",42879,"206400258","G"
"creating","49523",42877,"231969757","G"
"germany","95446",42728,"195387591","PN"
"chicago","125022",42726,"224939896","PN"
"conservative","67044",42684,"232918293","G"
"era","53316",42635,"250578546","N"
"section","60295",42629,"185878847","G"
"telling","47653",42584,"229470138","G"
"contract","70553",42576,"200841833","PN"
"los angeles","111649",42565,"220389031","PN"
"writer","53965",42557,"219352067","N"
"asia","65883",42550,"194171052","N"
"tech","64351",42527,"207643575","G"
"ex","57874",42464,"198929486","G"
"developed","50984",42464,"222297380","G"
"famous","53246",42446,"223733100","G"
"warning","49906",42410,"220663551","G"
"watching","52414",42405,"235070234","G"
"sun","65666",42400,"218623524","G"
"deliver","50494",42392,"221675021","G"
"freedom","67741",42388,"225493539","N"
"link","51479",42386,"160988334","N"
"eyes","51220",42359,"233808647","G"
"bigger","51976",42354,"245491639","G"
"labor","67980",42306,"232315928","N"
"abuse","69840",42302,"197014552","N"
"declared","50308",42267,"215619116","G"
"allegations","67179",42243,"194637888","N"
"weather","76971",42164,"195475212","N"
"hall","69260",42133,"241558076","N"
"names","56143",42084,"224043037","N"
"estimated","51641",42041,"201145546","G"
"request","54672",42038,"193670199","G"
"republicans","114273",42015,"219513096","N"
"clean","56193",42009,"225834931","G"
"ongoing","47574",41982,"197908712","G"
"upcoming","50615",41948,"163948473","G"
"status","57086",41921,"220868861","N"
"tour","68718",41878,"214933536","N"
"signs","53961",41856,"236786034","N"
"english","56607",41840,"218332684","PN"
"remained","47139",41816,"198600315","G"
"mar","73840",41804,"133214047","G"
"signing","48379",41714,"171753494","G"
"produced","50556",41688,"203012043","G"
"confidence","55409",41621,"202693152","N"
"finished","52865",41587,"203084536","G"
"largely","46588",41466,"233874953","G"
"traffic","74931",41391,"199072572","N"
"prepared","47132",41326,"215947073","G"
"admitted","49706",41305,"178270548","G"
"eastern","54816",41296,"208466564","N"
"approved","56071",41222,"194131800","G"
"happens","46364",41175,"234451977","G"
"session","64207",41151,"199859811","N"
"none","44911",41082,"226775229","G"
"upgrade","44505",41070,"210593446","G"
"whatever","47081",41029,"232056883","G"
"sex","86516",41018,"215370331","G"
"piece","51088",40935,"233612046","N"
"influence","49456",40930,"224174996","N"
"secret","54577",40854,"233256367","N"
"sitting","48775",40841,"235883383","G"
"34","49992",40813,"201041147","G"
"illegal","60791",40812,"207883653","G"
"quick","46711",40800,"214066238","G"
"mumbai","85037",40755,"119070210","PN"
"doubt","45242",40721,"220366944","N"
"corporate","59598",40706,"215438210","G"
"mission","66098",40648,"203271578","N"
"changing","46962",40640,"227361604","G"
"victim","65505",40639,"190396069","G"
"difference","47850",40637,"223984738","N"
"ruling","59767",40622,"174994445","N"
"melbourne","209491",40622,"231923174","PN"
"complex","53190",40601,"230501916","N"
"plays","53634",40579,"216399124","G"
"operating","49889",40454,"189942353","N"
"larger","47993",40365,"222043312","G"
"crore","133687",40301,"120756021","G"
"controversial","49120",40272,"219275917","G"
"rock","61374",40252,"222420751","N"
"florida","84487",40222,"202587195","PN"
"increasing","46263",40072,"194702509","G"
"elected","53963",40070,"210902846","G"
"streets","59897",40046,"230243645","N"
"allowing","45222",40040,"210294960","G"
"introduced","47944",40038,"200746017","G"
"urged","45281",40030,"181948153","G"
"systems","60586",39985,"196173133","N"
"considering","45180",39967,"196607416","G"
"professor","56137",39959,"221660597","N"
"beach","80745",39944,"228758075","G"
"aware","45213",39933,"203251293","G"
"governor","80009",39911,"179707492","N"
"decide","46354",39887,"219613867","G"
"speed","55631",39865,"199081771","N"
"character","66120",39833,"199064272","N"
"housing","77642",39829,"235841060","N"
"editorial","47359",39804,"143214397","N"
"radio","59334",39790,"198780469","N"
"write","48264",39777,"197050366","G"
"affected","51813",39765,"176606604","G"
"politicians","54105",39756,"217623602","N"
"entertainment","53028",39737,"168220763","N"
"rare","47828",39725,"225161684","G"
"activity","54512",39708,"199225698","N"
"wearing","52366",39699,"192603689","G"
"defeat","51268",39691,"177736177","N"
"unless","47823",39674,"211876381","G"
"draw","51146",39650,"193430858","G"
"express","50479",39605,"158627620","N"
"train","75117",39589,"211369995","N"
"sort","46194",39582,"224742688","N"
"mass","55747",39548,"210217471","N"
"advertising","52856",39492,"181883959","N"
"consumer","59984",39409,"175924612","N"
"channel","60290",39393,"185163444","N"
"presence","46492",39356,"192777935","N"
"winner","54220",39335,"176055415","G"
"remove","46832",39334,"177329261","G"
"criticism","46226",39294,"183542531","N"
"advantage","46208",39251,"202021680","N"
"sport","59098",39230,"173092019","N"
"bottom","46278",39227,"207292706","N"
"beautiful","51108",39215,"199388103","G"
"400","49728",39182,"194742884","G"
"submitted","59936",39127,"114611287","G"
"pointed","43258",39126,"179541239","G"
"jan.","85653",39117,"196327853","PN"
"display","56794",39065,"180188540","N"
"partners","53751",39064,"177934099","N"
"martin","61968",39052,"211277135","N"
"relevant","59127",39040,"196229256","G"
"ties","53898",38928,"193028382","N"
"sound","49516",38912,"218317388","N"
"enforcement","64542",38874,"195903997","N"
"paper","59910",38822,"191560226","N"
"israel","189314",38762,"177581367","PN"
"apparently","44630",38736,"180937912","G"
"replace","49401",38733,"200268530","G"
"modi","85006",38730,"125284869","N"
"armed","52246",38670,"197506328","G"
"cast","49141",38656,"189812895","G"
"nearby","47047",38633,"195530135","G"
"japanese","67322",38573,"171789332","G"
"worse","44796",38555,"221649791","G"
"opportunities","47598",38543,"191277408","N"
"increasingly","44035",38532,"215965286","G"
"stadium","93749",38524,"182961850","N"
"apart","44169",38497,"193485472","G"
"lived","46878",38492,"217151059","G"
"linked","46037",38487,"181308549","G"
"platform","58211",38486,"170565816","N"
"agree","46691",38461,"212330496","G"
"enjoy","53420",38424,"196915426","G"
"smith","72987",38388,"219761548","PN"
"carrying","46160",38372,"184758994","G"
"promised","45563",38366,"196284351","G"
"editor","49730",38318,"167802360","G"
"39","47808",38317,"174047677","G"
"directed","50720",38292,"159349584","G"
"completed","44918",38284,"174869451","G"
"48","46449",38274,"180672698","G"
"understanding","42352",38241,"189029106","G"
"fox","69065",38240,"194198347","N"
"shift","44415",38235,"197719666","N"
"treated","44669",38230,"185591721","G"
"wake","42635",38226,"198926949","G"
"75","50012",38207,"183589339","G"
"tweeted","49277",38200,"148317299","G"
"hill","60507",38180,"225692000","N"
"feels","46050",38180,"206593022","G"
"square","65424",38171,"200103928","N"
"texas","100668",38148,"207070258","PN"
"appeal","49341",38148,"200961917","G"
"suggest","42267",38125,"183157670","G"
"plenty","44360",38101,"232501834","N"
"55","47995",38087,"172566754","G"
"removed","47192",38087,"180817947","G"
"card","69362",38077,"195758913","N"
"german","58770",38075,"179084323","G"
"learned","45324",38063,"217210041","G"
"reading","50509",38056,"184164027","N"
"brown","80383",38038,"205998144","PN"
"girls","82586",37967,"178561400","N"
"lawyer","54470",37946,"198401657","N"
"normal","49706",37931,"198460376","G"
"president trump","73303",37900,"193352059","PN"
"covered","46044",37883,"216865115","G"
"rich","49555",37871,"212707115","G"
"respond","42997",37863,"189708910","G"
"stands","43808",37756,"219240357","G"
"older","51082",37722,"206573038","G"
"attend","51935",37713,"195843724","G"
"camera","69165",37601,"166896433","N"
"analysis","49351",37585,"200248203","N"
"onto","45408",37567,"202263729","G"
"fashion","67356",37552,"206235234","PN"
"vehicles","73774",37537,"164373434","N"
"announcement","47535",37535,"160007985","N"
"missed","46797",37517,"186254611","G"
"dna","47218",37488,"115848894","N"
"picked","43981",37483,"189992514","G"
"captain","63194",37474,"162509362","N"
"core","49874",37464,"196451504","G"
"serving","45357",37463,"209995260","G"
"supply","54891",37430,"174038053","N"
"failure","47636",37424,"202712464","N"
"develop","45339",37411,"186381732","G"
"degree","50887",37401,"198020802","N"
"tells","46132",37371,"204565515","G"
"cabinet","57648",37360,"174617942","G"
"stood","43466",37323,"195665043","G"
"hurt","42834",37268,"191796425","G"
"device","69165",37262,"140326032","N"
"uses","46469",37253,"184734192","G"
"slow","44064",37240,"208039203","G"
"ryan","67098",37235,"209587474","G"
"arrest","58933",37214,"158479609","N"
"africa","79324",37212,"167948472","PN"
"insurance","85744",37209,"198620889","N"
"choose","45121",37207,"190053042","G"
"initially","40158",37201,"177857375","G"
"protest","61127",37183,"181939784","N"
"democrats","92343",37128,"192555925","N"
"conflict","57047",37126,"190721310","N"
"estate","66286",37119,"209899280","N"
"hollywood","68607",37102,"173646426","PN"
"initial","42533",37086,"177229651","G"
"scale","42783",37075,"187061798","G"
"definitely","43328",37069,"186612774","G"
"globe","54894",37042,"177731529","PN"
"reserve","51412",37035,"169977600","N"
"extremely","41912",37005,"186564256","G"
"loved","46515",36999,"201306573","G"
"cold","46866",36982,"228317209","G"
"provides","42834",36960,"191934101","G"
"sit","44420",36954,"201878540","G"
"ist","60222",36933,"91180597","N"
"blood","61138",36898,"193303705","N"
"otherwise","41395",36894,"200176761","G"
"fan","52932",36892,"182283796","N"
"foundation","57225",36885,"197155482","N"
"turning","40482",36867,"216186922","G"
"reform","55349",36796,"196276006","N"
"spread","42586",36787,"181175472","N"
"explained","42880",36784,"178393520","G"
"president donald trump","51249",36782,"160134849","PN"
"bar","62643",36766,"211506907","N"
"balance","47569",36723,"195467013","N"
"accounts","59110",36670,"184390738","G"
"guard","89328",36666,"197774985","N"
"google","110935",36661,"163197727","N"
"accept","43175",36642,"189639697","G"
"unique","43671",36636,"190388830","G"
"hoping","40835",36615,"199877190","G"
"feb","83471",36614,"166653895","G"
"mayor","66367",36599,"192726325","N"
"lawmakers","64783",36584,"181760202","N"
"score","53446",36560,"178702930","N"
"physical","47764",36559,"199184891","G"
"communities","57139",36551,"200357344","N"
"interesting","43001",36543,"196130300","G"
"unlimited","98728",36521,"178269611","G"
"clinton","89544",36503,"192341844","N"
"www","53128",36464,"128179842","G"
"effective","44364",36459,"188427006","G"
"fit","42045",36445,"191760165","N"
"require","42722",36391,"192489373","G"
"measure","49592",36380,"187645712","N"
"conducted","43586",36365,"162620734","G"
"muslim","69776",36353,"185375788","G"
"president-elect","63952",36339,"166637907","N"
"liberal","46780",36320,"203951697","N"
"dollar","68735",36305,"185395523","N"
"cuts","58202",36292,"193977106","N"
"tablet","69545",36275,"173548066","N"
"guilty","56548",36263,"170263385","G"
"dark","48751",36245,"202730694","G"
"bay","67205",36244,"183086643","PN"
"38","45243",36235,"169598827","G"
"headed","41984",36234,"177322870","G"
"grew","44796",36232,"207237522","G"
"conversation","45178",36224,"185917036","N"
"johnson","68611",36218,"207023028","G"
"touch","43278",36193,"190064119","N"
"editing","37793",36161,"92594896","N"
"jail","60656",36152,"188409578","N"
"kill","51112",36146,"191946235","G"
"division","50595",36088,"174930396","N"
"location","48959",36085,"176806012","N"
"solution","52242",36065,"179293119","N"
"established","41018",36031,"197928098","G"
"dozens","44355",36031,"196960692","N"
"v","92224",36021,"144489796","G"
"assistant","45788",36014,"180921722","G"
"broken","43918",35993,"198205067","G"
"( photo","78929",35971,"119498728","NP"
"turnbull","53905",35948,"214196442","N"
"suspected","48121",35921,"176987573","G"
"reporter","47118",35913,"174568637","N"
"inc","56423",35891,"131753183","G"
"finish","43444",35890,"172751416","G"
"stated","45745",35886,"147998863","G"
"alongside","41077",35879,"162410051","G"
"direction","44246",35871,"187743561","N"
"primary","48180",35870,"208422368","G"
"p.m.","71722",35867,"148249027","N"
"la","77260",35853,"191496066","G"
"bought","44864",35849,"182066178","G"
"raising","41100",35826,"196821247","G"
"connection","44255",35820,"168789820","N"
"paris","86982",35797,"168465599","PN"
"willing","41634",35758,"202827161","G"
"supreme court","97604",35749,"165111888","PN"
"broadcast","40517",35747,"147247639","G"
"click","61664",35710,"135491784","G"
"festival","83155",35670,"193273996","N"
"matters","39922",35632,"186595692","N"
"sexual","66698",35621,"179186148","G"
"aimed","40341",35601,"178805369","G"
"supported","40545",35593,"182946384","G"
"42","48985",35575,"166432246","G"
"pic","61601",35544,"114836915","G"
"involving","43148",35506,"181681326","G"
"governments","48655",35502,"185798530","N"
"remaining","64027",35470,"162487858","G"
"closer","40900",35466,"187640049","G"
"37","43068",35465,"163984279","G"
"debut","45350",35464,"161022802","N"
"coalition","62931",35434,"175469145","N"
"conduct","42749",35420,"168315173","G"
"ruled","42770",35359,"163509436","G"
"responded","39803",35359,"165957596","G"
"easier","41054",35359,"198160675","G"
"regarding","41486",35348,"163464480","G"
"trading","52199",35323,"152898110","N"
"guys","51619",35319,"192516043","N"
"starts","41463",35319,"181980871","G"
"driven","40809",35299,"189729080","G"
"walking","44473",35298,"201728295","G"
"readers","46523",35297,"104074228","N"
"proposal","60370",35286,"175383614","N"
"wish","40516",35283,"168230984","G"
"pushed","39972",35245,"199890325","G"
"tony","49564",35197,"199653453","N"
"books","62947",35166,"198485604","G"
"easily","39687",35134,"195666884","G"
"holiday","51142",35105,"189139564","N"
"healthy","47374",35075,"181513782","G"
"acting","41172",35021,"166611532","G"
"appearance","42737",35015,"164658012","N"
"interests","46018",35014,"185065747","N"
"no.","65467",35009,"171684322","N"
"smaller","42793",35009,"185919320","G"
"allows","40700",34987,"179244757","G"
"terrorism","54406",34946,"163863669","G"
"nice","43054",34937,"195435059","G"
"sharing","42314",34925,"149853437","G"
"crucial","38745",34911,"178632645","G"
"gain","41136",34891,"171510133","N"
"earth","70278",34834,"188035004","PN"
"pace","47703",34826,"174415596","N"
"suspect","51436",34796,"155725277","N"
"valley","66780",34792,"180372917","N"
"mexico","108797",34792,"184337061","PN"
"joe","51405",34791,"193118790","N"
"profit","55344",34742,"164685009","N"
"edge","47525",34722,"189010478","N"
"nor","39234",34719,"196984751","G"
"immediate","39029",34674,"168673409","G"
"documents","60616",34667,"173618288","N"
"legislation","62547",34645,"174498229","N"
"herself","44234",34631,"178615718","G"
"assault","55412",34605,"165967100","N"
"targeted","41235",34582,"163920496","G"
"veteran","40806",34565,"183772235","N"
"visited","40274",34548,"173543302","G"
"un","80720",34513,"169433800","PN"
"owners","55826",34487,"178445586","N"
"consumers","59477",34449,"166052294","N"
"unable","38618",34423,"170178342","G"
"profile","41480",34383,"182047863","G"
"shortly","38081",34381,"167276651","G"
"champion","50538",34372,"168763110","N"
"falling","39661",34369,"178043247","G"
"edited","35199",34335,"109568318","G"
"married","48155",34334,"175102701","G"
"possibility","38444",34315,"178548659","N"
"attended","40949",34307,"167180493","G"
"publicly","39173",34279,"185747160","G"
"entered","39512",34216,"165418871","G"
"stuff","41766",34202,"203268389","N"
"repeatedly","38570",34191,"185846234","G"
"amazing","41134",34189,"177232143","G"
"active","44109",34178,"170651970","G"
"pull","39100",34152,"186148853","G"
"houses","50909",34148,"182075899","N"
"trouble","40117",34112,"183697581","N"
"individuals","44414",34100,"178211129","N"
"manchester","77945",34070,"103736056","N"
"friendly","40851",34055,"181941482","G"
"secure","40732",34019,"171377754","G"
"critics","42551",34012,"189217564","N"
"52","45266",33954,"158726346","G"
"determined","37228",33924,"178727827","G"
"afp","58918",33896,"138494617","N"
"river","77660",33885,"178289114","N"
"assembly","61204",33883,"128452527","G"
"2007","44140",33864,"180127959","G"
"heads","39147",33861,"185779465","G"
"interested","39052",33845,"173538920","G"
"rival","38169",33843,"159706486","G"
"rally","57756",33823,"167661842","N"
"standards","48893",33797,"171347191","N"
"historic","43798",33777,"193895173","G"
"apple","119465",33760,"170362898","PN"
"discovered","41697",33740,"168651108","G"
"youth","52098",33724,"182649249","N"
"scientists","65317",33680,"164536483","N"
"african","49726",33671,"170751852","G"
"path","41098",33667,"184229502","N"
"terror","59105",33660,"163032555","N"
"worried","39264",33648,"190744823","G"
"privacy","52998",33645,"142526287","N"
"learning","41815",33645,"184798376","G"
"w","54078",33635,"174715099","G"
"contributed","36263",33619,"168356875","G"
"polls","59178",33587,"140527280","G"
"obviously","39037",33568,"173459893","G"
"knowledge","41761",33567,"184664074","N"
"analysts","50544",33548,"151374337","N"
"ben","51966",33537,"188366575","N"
"inspired","41107",33534,"192435248","G"
"returns","50851",33527,"172480250","G"
"seriously","37861",33526,"175813561","G"
"44","42594",33526,"153627957","G"
"sister","50406",33505,"171597844","N"
"presented","39874",33504,"170459967","G"
"voted","49108",33492,"176248163","G"
"programs","53613",33478,"189780355","N"
"holds","40258",33462,"187062471","G"
"helps","39954",33458,"177531015","G"
"winter","55439",33407,"192838088","N"
"deals","49391",33404,"170577953","N"
"narendra","48029",33403,"106722933","N"
"a.m.","56918",33367,"137948411","N"
"immigration","63623",33351,"184026387","N"
"capacity","48474",33349,"157298285","N"
"ceremony","56502",33296,"153914207","N"
"struggling","36696",33260,"177625700","G"
"potentially","37355",33178,"173810341","G"
"moments","40028",33168,"181148692","G"
"coverage","55802",33163,"173500414","N"
"leaves","40878",33129,"185082055","G"
"myself","42818",33109,"183179951","PN"
"rejected","38439",33092,"174341138","G"
"bridge","60576",33089,"168363070","G"
"row","46281",33086,"157009087","G"
"prove","38379",33067,"173025046","G"
"threatened","38635",33049,"173547556","G"
"vision","43103",33018,"181228130","N"
"produce","40671",32998,"165336389","G"
"church","70983",32994,"184971291","N"
"promise","38338",32992,"186205369","N"
"fears","37706",32965,"180132437","N"
"discussion","38790",32939,"157529379","N"
"studies","45338",32923,"181041470","N"
"emerged","36089",32912,"170756092","G"
"unlikely","36706",32876,"181897429","G"
"bjp","129148",32872,"96155450","PN"
"smart","47496",32867,"181454251","G"
"handed","38175",32861,"161546503","G"
"debt","72179",32834,"168837744","N"
"ultimately","36282",32792,"191352886","G"
"expensive","40557",32791,"179749200","G"
"dozen","36977",32778,"185317466","N"
"strength","39533",32767,"165447692","N"
"canada","85210",32739,"159823108","PN"
"golden","57833",32725,"165752676","PN"
"text","41063",32718,"138658090","N"
"possibly","35663",32708,"171785521","G"
"champions","52865",32686,"119232976","N"
"remarks","41420",32680,"135891551","N"
"basic","40471",32670,"178455602","G"
"classic","44720",32642,"176620105","G"
"pti","40343",32612,"75767300","N"
"indeed","37221",32580,"189145580","G"
"150","41967",32573,"159247205","G"
"becomes","38049",32562,"183337339","G"
"buying","39452",32554,"163905321","G"
"developing","39803",32528,"157351582","G"
"village","62512",32514,"156907021","N"
"devices","62710",32484,"135236972","N"
"neither","35631",32484,"178525063","G"
"print edition","61189",32461,"159482109","NP"
"2018","45583",32452,"143320607","G"
"pushing","37642",32414,"182263903","G"
"candidates","61763",32411,"157820286","N"
"thomas","53833",32386,"174417451","N"
"royal","49487",32371,"161129621","N"
"malcolm","47503",32371,"189657108","N"
"aid","53275",32353,"166822694","N"
"x","55760",32325,"102972632","G"
"actress","60668",32269,"108599278","G"
"researchers","66205",32251,"142597977","N"
"camp","59781",32251,"167730874","N"
"brings","36312",32226,"176047876","G"
"eu","132056",32215,"135290652","PN"
"retail","45297",32198,"156470930","G"
"computer","48334",32191,"156453919","N"
"seconds","51325",32170,"153198030","N"
"survey","59573",32149,"149354200","N"
"negative","41740",32104,"171745747","G"
"taxes","61191",32089,"168717527","N"
"crash","71568",32040,"154787767","N"
"climate","77423",32039,"169554652","N"
"pacific","47918",32038,"150290158","N"
"earned","39279",32010,"171916752","G"
"dream","41233",31982,"180234504","N"
"wins","43437",31958,"162554922","N"
"advance","38744",31958,"163751173","N"
"poll","52921",31893,"130823412","N"
"code","46365",31893,"155012652","N"
"cricket","82383",31866,"134710280","PN"
"41","39358",31860,"147603863","G"
"suggests","36764",31855,"167519807","G"
"notice","40607",31828,"156039277","N"
"proud","36509",31780,"152379708","G"
"forget","36977",31753,"189150759","G"
"jones","57666",31747,"160599392","N"
"happening","36221",31730,"179818923","G"
"corner","43138",31713,"175437452","N"
"registered","42694",31713,"121951637","N"
"investigating","38301",31709,"141652364","G"
"truth","40134",31689,"184108298","N"
"familiar","37162",31685,"185458711","G"
"moves","36547",31655,"169753085","N"
"ms","80153",31639,"125342797","G"
"located","40174",31632,"154728595","G"
"shop","45710",31630,"183890124","N"
"46","43038",31611,"139362226","G"
"65","45378",31605,"150886696","G"
"catch","41810",31583,"171865287","G"
"recorded","40174",31580,"142594704","G"
"window","43610",31577,"154685744","N"
"topic","33664",31574,"144631124","N"
"everybody","38538",31570,"177856314","G"
"matches","50608",31545,"129381047","G"
"sky","43968",31531,"161138743","N"
"meetings","41949",31517,"173657786","N"
"f","71167",31484,"158220788","G"
"god","49528",31445,"165901795","PN"
"tournament","87520",31432,"131831310","N"
"returning","36771",31428,"147586490","G"
"supporting","36458",31417,"159648463","G"
"manage","34966",31391,"145101627","G"
"task","39547",31384,"170830621","N"
"journey","39663",31374,"156560631","N"
"agenda","41317",31365,"168989986","N"
"occurred","36218",31363,"139951385","G"
"ice","65747",31355,"170905317","N"
"limit","43307",31350,"159485167","N"
"commitment","36714",31333,"153420235","N"
"religious","54126",31314,"159331841","N"
"turns","34893",31259,"168735352","G"
"approval","42082",31257,"148906132","N"
"subscribing","31855",31225,"69816258","G"
"suspended","41728",31220,"134472380","G"
"negotiations","50282",31207,"149003787","N"
"absolutely","35414",31195,"167820692","G"
"aside","36990",31191,"170557912","G"
"celebrate","42028",31186,"167236753","G"
"maintain","35079",31176,"155958488","G"
"panel","52344",31154,"141450749","N"
"birth","50998",31130,"150326039","N"
"nick","47362",31129,"177214840","N"
"intended","34729",31129,"165381475","G"
"colleagues","37674",31118,"161141312","N"
"iraq","84248",31060,"161100898","PN"
"skills","45289",31050,"161744191","N"
"votes","52274",31046,"148620486","N"
"presidency","41607",31012,"176596533","PN"
"partnership","41835",30998,"145365373","N"
"williams","62767",30994,"165988223","N"
"spokeswoman","37055",30987,"129565568","N"
"shut","37908",30973,"165625196","G"
"terrorist","44272",30954,"152490127","G"
"notes","46709",30947,"159580346","N"
"younger","38438",30912,"167642910","G"
"confident","35664",30908,"153740317","G"
"filled","36003",30907,"178641796","G"
"extended","35269",30877,"140739046","G"
"43","38308",30855,"145841263","G"
"hi","79015",30797,"166056658","G"
"ending","34537",30795,"148294126","G"
"flying","39001",30790,"158088092","G"
"doctors","61179",30756,"152486334","N"
"attacked","38317",30730,"140804182","G"
"videos","47720",30729,"118382174","N"
"zealand","87568",30727,"126579602","N"
"meaning","34028",30693,"170437063","N"
"violent","48131",30680,"178893399","G"
"suffering","35977",30665,"159266010","G"
"weight","46463",30660,"172399747","G"
"widely","33500",30647,"168364516","G"
"beijing","76435",30621,"124007759","PN"
"journal","39704",30620,"128021259","N"
"arm","38347",30609,"154213533","G"
"watched","35550",30595,"165327101","G"
"commissioner","41661",30565,"132207806","N"
"roll","37920",30530,"162131964","G"
"greatest","35323",30524,"174149628","G"
"gov","50317",30503,"148806229","G"
"bodies","45181",30496,"146711163","N"
"khan","69011",30489,"111480007","G"
"informed","34656",30483,"135323097","G"
"advice","40212",30453,"162510771","N"
"internal","37529",30405,"148984264","G"
"communications","45465",30404,"149618777","N"
"experienced","34679",30372,"164285927","G"
"pakistan","133552",30370,"113560771","G"
"user","46354",30346,"120995011","N"
"kevin","45516",30343,"163376082","N"
"combined","35878",30337,"156544508","G"
"collect","34025",30327,"160894559","G"
"wing","44563",30276,"160167940","N"
"protests","48882",30261,"139906846","N"
"boys","54272",30260,"163048087","N"
"gun","58950",30255,"164169667","N"
"49","41390",30234,"135197821","G"
"listed","41507",30233,"138241240","G"
"sat","35571",30213,"159299744","G"
"slightly","34812",30203,"156685448","G"
"lee","60922",30189,"163507037","N"
